,COT
198948,49.334
119641,7.698
80879,0.0
56094,0.0
46260,9.736
189265,33.917
137133,31.009
154253,13.314
84256,0.0
90086,0.0
10221,11.868
85027,0.0
183688,5.48
187210,26.924
68112,0.0
34984,6.696
195171,4.352
26862,4.027
113191,3.562
113703,27.688
90827,0.0
179670,19.192
102859,0.047
193537,49.647
173391,1.102
28383,21.6
3856,10.393
124535,9.034
98496,0.0
126072,0.874
199620,44.998
101755,14.03
120768,2.577
165786,1.296
14075,18.569
6512,19.353
196041,10.501
55808,0.0
183221,12.959
192250,47.183
120747,49.344
102880,11.216
164787,10.237
108280,38.054
128841,12.755
74179,0.0
191305,14.403
11100,0.114
104164,2.725
48575,10.301
115714,8.243
191652,26.465
175316,40.401
82138,0.0
194788,37.684
14474,14.368
111465,5.942
153910,14.525
192542,29.193
154398,48.889
61815,0.0
196113,29.52
66609,0.0
95246,0.0
195077,11.816
140190,12.036
25464,16.336
9355,49.322
113829,0.61
188361,49.991
113592,9.792
121405,12.643
151670,2.29
180913,19.178
29645,14.837
119689,10.639
173668,2.871
170713,22.352
132974,34.65
79250,0.0
124867,6.496
57251,0.0
23105,3.061
96354,0.0
178726,0.339
114854,19.897
197866,35.622
8698,16.503
71940,0.0
33766,45.704
10155,18.133
128032,3.22
176691,13.673
17495,14.471
117208,4.863
53669,0.0
3806,3.898
97182,0.0
7029,25.316
155161,49.978
32645,4.331
137917,28.107
53899,0.0
64656,0.0
138660,7.534
9264,6.654
58700,0.0
24344,37.843
92969,0.0
62113,0.0
65995,0.0
119274,8.441
145698,4.731
33487,15.926
133218,38.053
85313,0.0
51207,0.0
191709,49.075
175339,38.841
83289,0.0
50837,0.0
62030,0.0
92145,0.0
110312,20.317
192284,25.56
146830,3.414
178454,28.934
172399,49.288
43821,37.619
125047,16.199
120839,0.3
143497,15.626
116153,13.596
108693,15.084
179307,48.878
195561,21.998
103545,49.924
140475,49.958
21912,7.202
101994,6.854
80662,0.0
10278,10.684
180860,49.905
96990,0.0
28192,6.785
165790,49.961
124679,49.895
74860,0.0
69957,0.0
12296,24.737
39835,5.121
196456,15.016
32847,9.61
61808,0.0
120341,5.011
159585,18.195
132996,34.661
140361,13.703
7036,0.963
101874,20.484
154487,36.621
42531,7.731
183502,49.762
85498,0.0
29576,49.628
56111,0.0
179200,14.461
165071,7.566
134261,1.842
103919,1.979
46691,5.886
137556,6.064
58102,0.0
47443,49.234
144600,8.421
96586,0.0
82965,0.0
130698,35.488
35459,2.809
11577,4.805
40573,26.154
135314,3.188
23904,8.838
172248,41.225
152231,36.872
139675,18.848
21291,49.664
195162,35.392
138693,8.961
13370,5.384
191862,49.462
150315,4.05
19198,1.681
35836,4.652
131882,0.484
65100,0.0
168986,29.406
121189,22.683
107063,31.621
49523,37.874
79120,0.0
15544,49.781
16152,2.807
150400,16.206
184919,0.287
83534,0.0
13847,2.676
114824,11.523
187288,26.401
17900,13.338
153230,49.44
86222,0.0
14628,45.517
135672,3.334
81383,0.0
47191,8.629
117157,5.357
41170,0.651
179470,19.425
156834,18.004
58383,0.0
70054,0.0
158666,25.743
114976,21.935
4613,21.185
168293,2.272
35730,14.948
45315,25.645
189562,13.646
57416,0.0
103574,29.391
174733,28.163
44454,5.683
35359,10.986
19596,2.596
28570,4.822
171973,39.375
134967,34.017
84836,0.0
74807,0.0
50560,0.0
125395,14.279
171513,19.025
184385,41.558
75591,0.0
38090,26.651
11427,39.598
92408,0.0
70405,0.0
70684,0.0
133877,35.174
178732,0.778
30244,18.487
178964,13.995
76233,0.0
171343,49.07
32542,26.233
82362,0.0
188124,11.699
180645,49.593
2214,3.825
4428,23.106
57078,0.0
193239,25.029
126928,43.204
177366,13.243
78032,0.0
199824,11.642
115564,22.192
150515,28.544
60477,0.0
86304,0.0
185442,49.579
165089,3.385
174015,0.405
156306,49.798
6201,10.373
198773,13.373
108010,20.72
147095,9.86
123385,20.074
48741,11.771
118291,10.87
91292,0.0
76495,0.0
162181,14.416
11453,27.514
10974,6.371
94370,0.0
149322,11.211
14846,8.503
80771,0.0
54978,0.0
112805,14.708
80606,0.0
57059,0.0
6471,15.6
188308,39.345
20586,18.557
71408,0.0
129760,9.36
8079,10.659
110895,3.815
110826,18.471
128034,28.136
137608,44.955
94639,0.0
77774,0.0
4009,28.889
81648,0.0
55887,0.0
128623,2.838
128971,11.994
146745,2.736
173256,49.924
56322,0.0
26977,8.814
139047,12.006
161233,49.667
116970,17.957
8649,11.834
166580,22.244
105999,11.785
161740,1.352
58897,0.0
37280,6.033
183511,12.434
60706,0.0
125764,5.854
74856,0.0
144660,3.53
77940,0.0
101806,21.977
158737,24.066
192335,49.972
36501,48.598
199235,49.981
38436,0.881
66997,0.0
5047,34.389
48096,10.161
178108,13.483
63857,0.0
190577,16.909
152298,3.154
135584,2.987
153477,24.567
26144,1.519
29909,9.398
196973,49.914
93478,0.0
71016,0.0
108713,10.951
161027,49.825
95923,0.0
77752,0.0
123616,8.402
167380,20.432
149813,37.493
84202,0.0
180551,17.478
127744,26.925
82819,0.0
67899,0.0
166555,49.769
171891,42.851
92301,0.0
138395,2.055
164852,49.984
106563,5.312
41214,12.146
83582,0.0
91760,0.0
186034,49.471
27739,49.928
21365,17.376
115507,0.953
153008,29.6
138932,50.0
79031,0.0
181425,17.218
4261,9.483
186430,36.89
50257,0.0
63824,0.0
82462,0.0
35500,49.658
94749,0.0
23321,7.441
40026,5.541
72059,0.0
144580,1.458
133897,16.513
151114,9.237
47477,1.063
36400,26.013
9150,0.919
34121,2.299
157115,6.691
47629,6.4
12274,13.873
50216,0.0
172221,13.283
35777,11.145
49503,0.22
42079,1.129
104383,5.317
35341,3.046
149868,37.267
115665,48.99
195080,22.9
150069,33.186
68594,0.0
151335,7.333
82363,0.0
1005,2.848
174218,24.122
40492,18.738
68808,0.0
71976,0.0
187518,31.22
199283,15.967
137569,0.01
29924,10.425
113851,18.354
156794,24.742
135137,6.741
79834,0.0
134076,21.253
17127,3.03
194840,17.835
175918,10.795
38041,3.496
150849,36.211
172895,8.265
88251,0.0
33101,34.083
195517,17.251
46192,3.699
50626,0.0
87001,0.0
157860,3.467
111109,26.539
2150,21.507
173770,23.206
16229,0.821
19666,3.204
141229,49.75
2919,5.426
144641,15.341
2380,7.287
162711,21.253
172295,49.909
138095,6.649
199224,38.138
12125,0.544
115856,9.851
55696,0.0
142605,0.783
55947,0.0
103424,30.418
67928,0.0
82935,0.0
71949,0.0
95433,0.0
195618,30.131
94688,0.0
95331,0.0
104795,33.199
9307,17.394
48380,4.865
29151,37.682
86497,0.0
129211,3.711
33877,0.374
66789,0.0
153956,4.539
77204,0.0
101860,10.522
16736,3.034
195359,27.235
169551,37.501
3886,1.072
189892,49.934
146842,24.652
179680,28.423
134575,48.732
6169,29.252
131448,6.198
90734,0.0
169462,22.703
290,3.039
28681,16.643
9095,16.601
67895,0.0
70776,0.0
116099,49.423
184298,15.619
23902,23.103
169735,49.887
184139,32.871
174534,48.31
75258,0.0
585,8.536
89549,0.0
175728,49.007
34230,14.15
11420,15.205
123252,1.08
182980,24.744
197758,10.873
84076,0.0
150944,49.245
6793,21.768
153695,19.542
34638,13.456
107083,5.272
115143,2.521
36329,22.183
93269,0.0
145297,7.633
172836,30.761
177708,15.474
79854,0.0
93567,0.0
665,1.737
93685,0.0
179568,22.568
3136,2.809
114704,6.614
50243,0.0
50125,0.0
150018,35.023
196026,32.317
127410,1.658
11011,20.701
142569,3.682
146155,14.355
65123,0.0
99106,0.0
84358,0.0
140765,7.529
119033,3.709
60264,0.0
72971,0.0
187600,11.788
168159,5.884
176889,31.964
10748,22.215
27174,25.463
138778,9.186
53829,0.0
39423,29.819
153823,8.979
94434,0.0
180480,49.967
11561,49.515
176824,26.019
85972,0.0
96092,0.0
197415,44.48
84157,0.0
178688,49.101
52696,0.0
131139,1.168
131870,25.342
1433,14.744
184307,29.687
113338,4.164
145171,18.545
39708,24.017
130680,48.518
107344,32.346
117887,5.808
130786,39.642
56606,0.0
52212,0.0
113535,10.108
79893,0.0
126754,16.034
172863,39.183
78823,0.0
103729,12.44
63122,0.0
48293,15.403
101442,21.837
141523,22.895
43908,45.019
71090,0.0
163715,8.191
34456,49.467
173981,38.565
52433,0.0
125796,29.764
149421,17.951
151162,35.866
139242,5.217
119691,0.894
184771,7.872
199138,6.223
43121,6.932
138149,36.051
121715,8.988
124214,25.998
34231,0.529
1086,12.762
34073,6.754
122853,8.65
62224,0.0
170824,49.937
151560,14.921
170989,28.905
36746,14.815
54889,0.0
10068,18.165
13625,12.047
99675,0.0
112321,13.021
77249,0.0
171078,31.935
193107,28.676
36522,9.954
114685,0.109
195986,24.355
35885,5.709
133681,15.063
185162,49.984
121363,13.241
129250,33.355
34628,33.704
120119,12.082
129863,48.464
64727,0.0
35576,31.109
99457,0.0
193839,6.138
78317,0.0
10880,49.173
72697,0.0
115287,2.116
145140,6.004
132837,17.438
6939,8.596
112212,5.504
14616,0.23
10497,6.85
141799,25.215
153757,27.692
92,7.346
87325,0.0
126925,6.641
133215,2.961
184940,15.675
32472,20.129
3755,14.693
91304,0.0
64644,0.0
118938,5.149
183515,48.908
168492,40.093
160765,26.945
132482,3.084
168382,10.754
175891,11.602
100042,0.528
37924,4.492
115339,49.989
95733,0.0
121399,7.925
78691,0.0
108256,4.878
110699,2.234
44099,1.889
6469,30.89
131591,2.624
350,34.624
73191,0.0
147623,2.206
58476,0.0
86657,0.0
183154,49.475
157665,18.103
147409,41.462
164984,1.08
88165,0.0
169156,20.052
137584,22.104
11476,0.071
13529,27.247
97612,0.0
31181,20.648
67493,0.0
70386,0.0
22533,7.355
86838,0.0
52840,0.0
160680,6.311
191428,25.778
197354,7.095
142978,20.513
74795,0.0
6761,49.402
89803,0.0
165389,3.941
46170,3.545
129390,23.277
92232,0.0
133626,13.164
136135,16.87
36034,23.465
73431,0.0
168471,49.251
111594,10.854
91690,0.0
54313,0.0
122572,47.567
190657,12.258
98260,0.0
58511,0.0
152801,49.932
30071,6.907
68898,0.0
183272,49.075
29829,10.292
191039,6.199
83966,0.0
183934,2.391
67083,0.0
85010,0.0
193097,20.78
150990,31.221
151884,37.362
76136,0.0
190980,30.857
96295,0.0
25170,7.527
40819,16.175
14777,13.445
29478,46.191
115281,17.015
130788,17.532
135023,15.096
95882,0.0
196154,19.979
100785,5.912
148655,15.05
136824,26.086
73411,0.0
103794,13.156
28245,4.714
37540,24.502
110961,4.737
147380,2.21
162808,29.506
194903,44.792
721,6.98
107944,5.081
10800,17.048
5973,49.959
7050,18.354
45475,17.412
96460,0.0
151008,48.942
170196,20.322
156830,28.073
98837,0.0
56873,0.0
19319,10.704
42030,1.551
61148,0.0
191385,12.41
46833,7.986
85983,0.0
8607,10.939
65407,0.0
172540,49.812
145914,14.161
120021,18.029
29729,14.38
29033,16.372
43209,47.717
124805,4.219
118033,2.418
8639,46.376
113484,0.117
162494,48.903
69139,0.0
102475,33.289
98331,0.0
111127,3.179
192656,49.635
46543,15.534
95031,0.0
110917,24.399
141985,7.461
198846,21.78
63181,0.0
113804,16.785
169634,49.668
106007,10.405
148276,11.083
133469,5.465
53404,0.0
181109,49.986
133655,1.036
105382,7.541
147105,9.493
140726,12.855
145192,3.285
4020,4.442
158411,27.635
147630,2.153
40129,8.257
109872,21.771
36574,15.799
47425,5.207
162018,49.404
51814,0.0
52555,0.0
134388,8.444
91979,0.0
74225,0.0
175080,17.007
13241,5.468
94729,0.0
112082,28.753
34393,7.799
64654,0.0
103261,11.672
182042,48.758
19638,6.441
185389,49.562
151026,23.836
3093,21.956
61960,0.0
118390,26.864
188250,48.4
85613,0.0
195248,15.969
69784,0.0
41893,12.501
179573,9.59
78186,0.0
60180,0.0
18178,18.733
164502,38.922
175730,50.0
148978,19.429
196697,27.984
89957,0.0
175148,48.406
33905,0.268
73099,0.0
117313,3.083
22289,16.484
93380,0.0
92774,0.0
67053,0.0
102427,18.255
130463,29.229
60913,0.0
28155,5.388
63610,0.0
153730,49.869
51905,0.0
151685,49.552
26972,49.33
124785,6.109
63239,0.0
71812,0.0
53230,0.0
143036,3.902
104895,46.61
80328,0.0
183930,14.214
68270,0.0
32375,4.331
7357,41.591
166089,5.364
166085,26.657
14843,24.309
31176,4.796
12174,18.416
147438,18.779
179762,25.33
73312,0.0
136382,25.785
196951,5.172
168891,25.306
175585,8.273
111204,48.856
122423,2.104
65966,0.0
145165,14.604
89085,0.0
111764,19.785
196032,14.367
175805,2.794
179441,19.964
12977,42.851
150109,24.501
195652,10.839
39662,49.998
9165,23.268
66265,0.0
25389,46.871
142437,49.506
109613,1.833
21240,49.869
65957,0.0
110125,47.214
24501,0.174
152450,9.0
119897,29.614
95530,0.0
113596,43.499
7215,32.131
52699,0.0
120095,5.103
169111,20.026
71375,0.0
40792,12.849
18123,24.881
101984,3.909
160731,49.136
9900,1.096
14462,49.164
65174,0.0
69162,0.0
30140,5.879
194719,11.475
88941,0.0
48264,4.088
146236,18.929
57578,0.0
2673,8.938
51057,0.0
104689,3.689
127732,20.968
182892,11.945
7402,9.543
5211,43.376
29838,1.944
16186,7.313
4876,3.88
36367,1.053
110252,18.797
94847,0.0
70989,0.0
175131,44.294
167585,37.671
79233,0.0
33048,4.493
179271,0.206
163977,37.976
22568,4.027
136664,1.172
73634,0.0
195771,25.27
75428,0.0
184012,36.02
168723,17.102
76960,0.0
123533,23.869
58731,0.0
10277,36.561
119728,24.951
130669,14.946
83130,0.0
35272,8.268
67271,0.0
64478,0.0
155995,36.208
199094,49.989
69988,0.0
195287,50.0
163516,49.817
98417,0.0
63852,0.0
197535,12.515
187637,39.384
20067,22.551
196944,5.259
60408,0.0
115327,1.446
119315,48.366
29307,12.474
90672,0.0
31581,3.395
1240,49.734
39379,9.382
49392,25.79
46897,22.652
95698,0.0
128479,21.58
198439,23.834
111001,33.917
153515,14.912
198243,29.607
116027,37.978
86566,0.0
167617,9.02
60723,0.0
181198,34.044
93974,0.0
153933,19.542
57686,0.0
97132,0.0
125968,14.064
77637,0.0
198209,2.666
177110,5.047
115592,1.726
64068,0.0
56392,0.0
159613,49.89
62882,0.0
125964,0.041
11441,0.073
106544,24.058
132720,13.563
141127,8.277
167041,21.376
28667,44.08
19216,14.413
190545,23.888
180411,19.211
42165,14.437
164234,18.284
146605,23.454
64179,0.0
181348,5.976
134594,48.917
49157,10.739
57584,0.0
194657,22.771
190951,27.037
106451,14.901
116651,0.039
87134,0.0
25516,35.869
59281,0.0
139708,27.056
112781,0.021
179940,2.6
145419,29.493
186049,20.629
7413,13.191
20868,15.749
194365,47.921
152871,17.981
196426,29.514
95134,0.0
119802,6.684
108241,5.435
177565,17.699
163782,49.978
160511,13.632
47005,27.083
150817,2.545
151874,36.584
141285,8.452
56027,0.0
176759,43.416
40763,49.91
64497,0.0
198761,28.102
59960,0.0
116057,9.394
70544,0.0
14877,24.452
74963,0.0
68026,0.0
123216,5.477
172223,45.502
58140,0.0
82821,0.0
162591,4.852
72622,0.0
145562,7.216
172603,25.259
113402,6.582
139519,19.107
147519,15.935
115766,9.842
156897,34.331
39605,2.729
172733,48.802
132039,34.564
69239,0.0
33568,49.821
1963,22.177
87585,0.0
23968,26.237
49916,35.881
98775,0.0
52624,0.0
82218,0.0
49294,4.919
146207,12.41
78953,0.0
94423,0.0
3885,33.473
79812,0.0
168509,29.591
63076,0.0
139740,9.811
144215,8.054
7409,31.631
92139,0.0
187421,44.221
108159,49.591
158620,31.085
88371,0.0
73296,0.0
148519,38.338
72126,0.0
156375,2.27
105436,2.995
198167,17.843
192270,42.284
133186,11.708
44601,2.556
94079,0.0
76345,0.0
33591,11.133
142378,35.403
190945,35.54
112752,24.04
110828,6.552
181710,33.66
135236,42.059
93437,0.0
81118,0.0
11342,3.356
72042,0.0
148537,1.405
47465,15.605
15656,7.343
79965,0.0
90220,0.0
78324,0.0
197647,49.84
154850,5.27
122819,17.086
29870,10.146
44870,36.69
144463,2.297
132393,9.067
166160,46.039
186605,35.013
120944,10.635
4886,4.437
48387,14.43
154147,14.447
151961,0.282
20205,44.452
186773,34.811
67226,0.0
64392,0.0
94782,0.0
195266,3.496
91117,0.0
139250,3.674
68284,0.0
87863,0.0
71472,0.0
122159,18.929
147509,9.35
54821,0.0
45,12.796
15273,4.301
5451,17.1
33786,0.815
97115,0.0
21073,0.798
22258,0.732
59070,0.0
20375,26.104
154721,49.164
192811,5.379
182026,12.689
93163,0.0
22239,1.613
182397,30.759
112943,3.62
176673,25.015
71046,0.0
121888,3.617
181646,16.83
47441,49.965
60758,0.0
142447,17.455
84730,0.0
155507,27.291
70446,0.0
155498,37.569
125747,2.789
68124,0.0
160028,9.711
36540,10.483
198371,8.679
75175,0.0
105114,14.77
75560,0.0
52223,0.0
180047,10.629
58587,0.0
48821,6.211
49580,24.01
163677,25.297
142615,19.679
199420,15.314
70512,0.0
55221,0.0
81738,0.0
44374,29.979
121522,4.902
147984,26.958
12412,25.424
41032,5.337
22716,0.403
78702,0.0
9060,8.918
140291,12.12
6351,12.167
43194,1.272
188264,49.203
47148,5.647
146007,18.737
103667,18.244
141856,29.234
28229,49.631
50708,0.0
103950,2.616
102237,28.846
197083,8.474
57658,0.0
100714,0.047
92328,0.0
29774,5.315
25636,9.185
163301,33.449
37240,7.95
197122,48.923
161172,0.128
49306,2.311
110941,21.707
86084,0.0
72990,0.0
36687,8.153
160621,11.782
116106,20.576
66342,0.0
80330,0.0
169918,48.508
82746,0.0
84342,0.0
44134,27.278
147007,5.008
93441,0.0
96755,0.0
106035,48.619
128981,15.11
186546,25.917
22459,11.655
3188,6.283
160749,7.711
2928,32.352
16761,17.152
6256,3.201
194620,49.159
50879,0.0
145041,35.386
96533,0.0
137032,1.422
140771,28.339
67626,0.0
3587,9.009
32882,15.695
128470,14.968
159915,16.995
55503,0.0
87564,0.0
60889,0.0
109284,10.209
163773,2.294
95874,0.0
17536,2.495
132623,48.949
57080,0.0
181995,5.839
166133,15.877
113732,3.228
117952,29.991
188545,0.822
94754,0.0
158526,6.885
148815,45.302
22329,10.108
158908,12.138
114596,5.933
36615,45.313
104744,0.567
17482,29.573
123670,0.425
86982,0.0
9377,17.206
57389,0.0
164256,16.472
142150,9.332
94587,0.0
136356,48.45
70031,0.0
55369,0.0
66523,0.0
120377,24.307
57738,0.0
54213,0.0
36489,2.496
25438,12.119
14583,48.972
108380,18.935
194884,0.372
102739,10.763
53199,0.0
53998,0.0
136985,20.379
182783,18.173
160301,22.487
136691,2.902
35655,8.06
41334,30.868
40362,49.617
182510,36.201
106632,9.417
158608,16.638
108752,9.566
61368,0.0
90552,0.0
48432,41.388
100843,11.328
193036,44.758
48412,6.874
147669,0.415
194753,49.932
79495,0.0
110208,15.985
135943,5.35
184284,5.881
92368,0.0
114181,0.898
40334,11.314
52635,0.0
167699,11.92
193901,34.654
34647,15.817
60107,0.0
90770,0.0
112911,5.867
186369,28.173
24275,12.271
126373,28.211
37662,32.637
96739,0.0
87457,0.0
1886,25.784
705,18.979
124322,23.347
135514,25.652
119624,0.53
61978,0.0
174197,20.588
128998,3.871
133110,2.237
140647,23.21
130813,49.265
7728,0.86
73799,0.0
195625,48.708
37070,13.837
110139,16.748
189645,34.633
167064,40.527
71760,0.0
144211,33.794
106033,12.856
1714,12.543
147884,42.04
160410,49.972
51988,0.0
158798,42.073
162282,47.831
40751,3.165
15197,8.488
155635,26.328
129341,42.143
117836,28.0
11125,17.576
187383,32.205
96181,0.0
178222,11.186
63763,0.0
8311,4.059
61519,0.0
109530,1.454
105925,24.203
129864,8.635
6874,6.811
31739,49.875
160702,49.889
101296,1.192
73252,0.0
3422,8.926
142771,12.164
5012,4.805
156469,49.978
129349,7.603
49441,16.15
196366,18.264
181044,43.519
74061,0.0
91964,0.0
58349,0.0
155456,22.187
83834,0.0
65871,0.0
26754,8.981
44049,12.702
117281,5.26
146838,5.201
185193,22.686
76666,0.0
136143,23.34
133068,37.033
165519,21.29
11321,9.564
82747,0.0
101555,12.976
163957,9.092
102134,0.127
174067,15.842
81002,0.0
183252,37.736
86902,0.0
192193,41.896
135366,4.044
23542,7.34
113654,37.356
17450,6.287
157415,14.207
124007,3.38
131575,2.891
131361,36.576
184728,3.077
25514,22.88
118988,49.215
151250,6.503
97684,0.0
39945,13.648
185206,45.243
112118,11.452
111210,49.141
88768,0.0
20580,2.141
190158,9.523
149577,23.594
15098,0.64
152876,13.281
21165,12.284
69477,0.0
53662,0.0
34851,48.745
131238,25.71
46912,0.552
104716,19.078
151212,49.579
100053,7.394
92601,0.0
164255,13.716
155243,20.776
167612,28.122
61448,0.0
41207,24.304
63148,0.0
79932,0.0
66287,0.0
3080,10.607
198004,29.998
42199,30.242
50439,0.0
182422,38.753
72056,0.0
28046,14.04
191552,23.744
113953,4.421
186115,11.472
67558,0.0
85599,0.0
110284,49.054
156681,14.667
35996,9.986
71792,0.0
58910,0.0
150094,29.994
146295,12.164
160699,20.441
67313,0.0
57504,0.0
101840,2.827
196744,13.763
53146,0.0
76177,0.0
165015,9.844
51674,0.0
52535,0.0
177085,14.927
35785,6.529
29263,23.162
126012,15.04
13056,17.928
199069,14.469
77683,0.0
115916,6.596
102068,6.849
85694,0.0
186988,46.612
33714,2.448
57190,0.0
78193,0.0
167014,22.2
134685,40.795
32916,17.672
74936,0.0
70260,0.0
166942,30.93
143771,10.032
73086,0.0
69893,0.0
1167,14.047
30936,14.609
54662,0.0
130876,0.601
96271,0.0
37198,17.857
65205,0.0
103386,6.87
106899,49.564
176156,6.734
164528,4.918
164355,29.125
37469,5.156
58380,0.0
87025,0.0
185148,31.045
167937,31.065
70246,0.0
42997,8.667
20461,49.478
125035,4.474
81112,0.0
145429,48.868
66377,0.0
80235,0.0
130933,49.505
45042,1.4
116442,1.966
65663,0.0
81628,0.0
31929,15.605
196993,10.261
63351,0.0
67695,0.0
5654,6.665
138231,31.741
136622,18.275
96638,0.0
63375,0.0
71960,0.0
68789,0.0
186412,47.662
15710,41.902
33479,15.301
98947,0.0
161621,38.805
151457,17.606
19490,18.829
144802,5.78
84211,0.0
125622,9.474
135683,19.632
192064,48.09
176463,14.278
60416,0.0
28651,21.783
27680,21.184
50971,0.0
194138,28.03
143529,6.625
189740,23.033
53994,0.0
70345,0.0
4024,4.186
182108,13.47
25914,8.319
165480,49.298
118708,19.222
162580,28.185
143901,0.21
117243,25.026
70003,0.0
120529,15.364
81000,0.0
90073,0.0
21616,9.194
80139,0.0
100709,5.414
95041,0.0
29574,3.708
13402,18.401
113397,2.233
129665,1.571
161643,12.64
110825,13.157
179136,40.816
15599,24.204
155283,26.797
178766,27.803
178909,17.344
192558,19.471
119245,25.445
179225,36.27
52687,0.0
142301,3.42
151517,37.173
198972,17.711
168422,27.641
129433,9.704
118545,1.224
71914,0.0
66503,0.0
25751,7.585
120079,23.524
141170,14.319
79880,0.0
172249,18.457
107764,5.076
77264,0.0
133083,3.071
196730,8.605
197783,48.977
79409,0.0
84613,0.0
137450,10.812
22101,10.981
157968,20.098
84415,0.0
1432,13.344
67310,0.0
148723,46.988
18383,34.714
169362,49.989
110134,0.521
44568,25.693
108073,0.303
150338,29.97
54329,0.0
98335,0.0
112453,4.509
150439,28.902
188419,27.001
107391,6.977
85501,0.0
7152,42.295
43631,0.511
149916,1.118
65936,0.0
31827,4.68
124188,8.182
193688,28.172
165685,8.9
192427,49.09
90036,0.0
147667,7.87
52809,0.0
125529,4.128
146302,38.935
94744,0.0
58659,0.0
170377,37.523
104231,4.281
30076,10.832
162553,5.341
117604,20.727
101735,3.685
138934,49.772
107559,11.572
55824,0.0
148160,36.934
150240,29.514
149824,8.734
118559,17.313
193600,40.045
127968,13.465
62614,0.0
43032,0.5
44960,24.466
54003,0.0
30945,1.833
155276,18.209
84585,0.0
153203,7.725
2547,2.983
198098,34.489
101660,37.28
132621,10.573
63704,0.0
32274,6.761
166403,49.479
50039,0.0
83391,0.0
132193,9.457
14842,21.926
138684,7.991
95301,0.0
150,35.651
95153,0.0
23278,3.248
72957,0.0
109401,7.073
195346,46.506
56561,0.0
160970,48.685
52992,0.0
124058,22.844
88921,0.0
15419,0.637
6952,5.917
161085,18.026
110890,19.364
171527,10.352
121971,8.891
5558,0.441
159434,46.309
41654,14.227
64687,0.0
627,15.229
48814,31.635
175499,5.374
147073,3.793
125615,12.149
64619,0.0
115819,22.918
32964,0.092
99903,0.0
26019,12.032
101472,2.99
85964,0.0
164533,49.795
21588,14.644
83629,0.0
158156,43.165
51059,0.0
117300,19.676
183768,47.54
125042,16.377
114395,7.229
8881,20.868
72505,0.0
144140,11.764
79817,0.0
56923,0.0
176658,40.956
172077,8.684
132629,14.416
4674,16.971
32425,12.597
81771,0.0
141959,29.564
24138,49.858
93184,0.0
83480,0.0
59755,0.0
124477,26.386
2657,17.705
79341,0.0
67046,0.0
100921,1.028
134603,18.348
80705,0.0
164904,34.365
167490,27.676
195811,42.917
141232,7.2
182605,30.981
61863,0.0
11028,34.806
21159,42.981
106993,15.413
33998,8.238
142057,26.305
162848,44.404
118207,0.58
118302,2.915
194501,23.799
57786,0.0
160608,32.459
77556,0.0
91508,0.0
71508,0.0
1725,0.417
173463,20.2
138840,31.529
112824,14.573
169428,10.152
122196,3.339
88626,0.0
82934,0.0
2718,49.555
160881,41.009
37358,37.207
129998,5.002
126880,23.789
27572,9.026
40082,45.671
151245,22.59
14668,7.705
149819,35.334
185854,49.012
46719,3.133
102448,8.786
196561,37.995
147577,1.621
33317,39.77
142299,0.467
65712,0.0
199687,1.902
2187,16.189
87498,0.0
76988,0.0
174588,49.638
82026,0.0
95780,0.0
95883,0.0
105102,14.006
25892,18.492
45213,8.523
196695,31.802
121096,49.601
164290,22.728
173783,13.086
177897,32.51
184449,21.921
163802,26.327
154504,30.5
154135,8.347
10286,11.591
188558,0.622
2748,3.617
69855,0.0
88216,0.0
151261,37.507
184177,32.554
176214,21.109
91515,0.0
72586,0.0
100656,14.389
29744,19.872
140689,21.773
159260,2.291
190749,16.746
162906,18.07
3113,18.568
2078,26.558
177696,28.785
16116,15.541
75845,0.0
96030,0.0
4469,23.847
109367,5.078
37690,3.252
140242,20.706
95857,0.0
182842,23.304
181381,49.93
938,5.462
46458,1.683
186650,13.566
196107,31.085
196773,15.061
83070,0.0
20667,11.155
191955,8.91
5027,8.913
169231,42.051
78382,0.0
149738,2.106
33908,38.057
115806,49.426
147745,25.32
21020,24.269
112925,2.514
67643,0.0
196930,49.998
108428,6.471
199462,9.611
186704,17.404
185159,17.405
58749,0.0
175689,28.937
69369,0.0
39889,24.417
10198,6.349
184078,15.286
199592,34.793
136521,6.512
84780,0.0
11075,18.868
136705,23.058
188768,37.602
145206,7.738
87215,0.0
81784,0.0
128999,44.635
46369,11.368
157201,35.113
149289,2.542
70432,0.0
61769,0.0
158750,49.985
57986,0.0
35673,0.839
27469,49.617
156444,49.865
84574,0.0
63883,0.0
143887,28.478
81079,0.0
117947,4.372
119564,13.505
180477,49.984
109306,3.21
139646,28.964
69295,0.0
29180,1.767
12747,21.431
80809,0.0
102415,4.609
88324,0.0
133694,2.018
107073,28.685
120772,13.972
56385,0.0
58520,0.0
137969,44.167
155475,18.175
15635,7.958
43533,15.092
132293,49.889
9362,0.046
169537,20.034
55256,0.0
140543,17.827
1483,9.005
29236,2.96
61130,0.0
107850,22.377
75282,0.0
87982,0.0
180710,13.263
95405,0.0
144971,48.478
152517,13.753
117408,1.592
59603,0.0
113275,4.549
155686,49.448
96778,0.0
114244,11.961
56379,0.0
150457,21.234
174859,14.071
169627,23.043
64895,0.0
52666,0.0
62345,0.0
122230,28.059
167564,45.861
78831,0.0
86888,0.0
651,25.512
197519,12.921
31146,8.239
187200,29.853
146506,49.448
17278,13.718
109494,4.522
144856,7.218
186382,16.52
129823,1.555
112475,5.688
